ref_conv,gen_conv
{'scores': [3.665928431928478e-07]},{'scores': [3.5740032444664394e-07]}
{'scores': [0.012463996186852455]},{'scores': [0.01145889237523079]}
{'scores': [0.05919540673494339]},{'scores': [0.018213577568531036]}
{'scores': [0.0007106026168912649]},{'scores': [0.0019207433797419071]}
{'scores': [0.000693486537784338]},{'scores': [0.02089148946106434]}
{'scores': [0.008878951892256737]},{'scores': [0.011988280341029167]}
{'scores': [0.00031961192144080997]},{'scores': [1.3397891052591149e-05]}
{'scores': [0.007274896837770939]},{'scores': [0.0038992036134004593]}
{'scores': [5.972691269562347e-06]},{'scores': [4.770457235281356e-05]}
{'scores': [0.04339423403143883]},{'scores': [0.019899774342775345]}
{'scores': [0.007034122012555599]},{'scores': [0.00675935810431838]}
{'scores': [0.028461957350373268]},{'scores': [0.0060388147830963135]}
{'scores': [2.5148725399049e-05]},{'scores': [6.011487130308524e-06]}
{'scores': [0.005864991340786219]},{'scores': [0.0016577044734731317]}
{'scores': [0.03084743209183216]},{'scores': [0.01491795014590025]}
{'scores': [0.3604024350643158]},{'scores': [0.04721878096461296]}
{'scores': [9.968433914764319e-06]},{'scores': [0.0004370851966086775]}
{'scores': [0.000502136826980859]},{'scores': [0.005171176977455616]}
{'scores': [0.00046845441102050245]},{'scores': [3.469332659733482e-05]}
{'scores': [0.2183631956577301]},{'scores': [0.1864968091249466]}
{'scores': [4.957012151862727e-07]},{'scores': [8.280888863509972e-08]}
{'scores': [0.034692708402872086]},{'scores': [0.04794012010097504]}
{'scores': [0.00025762099539861083]},{'scores': [0.0006426943582482636]}
{'scores': [0.0045670196413993835]},{'scores': [0.009431494399905205]}
{'scores': [2.65562675849651e-06]},{'scores': [1.1574759355426067e-06]}
{'scores': [0.0006883364985696971]},{'scores': [2.636312274262309e-05]}
{'scores': [9.05203924048692e-05]},{'scores': [0.00022079824702814221]}
{'scores': [0.00035242666490375996]},{'scores': [0.001196306780911982]}
{'scores': [0.01621364802122116]},{'scores': [0.012326112948358059]}
{'scores': [4.151062782398185e-08]},{'scores': [3.525085787714488e-07]}
{'scores': [0.0010955433826893568]},{'scores': [0.000991631532087922]}
{'scores': [0.02863742783665657]},{'scores': [0.006255121435970068]}
{'scores': [9.468554708291776e-06]},{'scores': [0.0001442986394977197]}
{'scores': [0.022546278312802315]},{'scores': [0.016876790672540665]}
{'scores': [0.0009927786886692047]},{'scores': [0.002353629330173135]}
{'scores': [0.02244715392589569]},{'scores': [0.019748978316783905]}
{'scores': [0.032994695007801056]},{'scores': [0.040002480149269104]}
{'scores': [0.08031641691923141]},{'scores': [0.0037091043777763844]}
{'scores': [0.018625199794769287]},{'scores': [0.0012692882446572185]}
{'scores': [0.002011868404224515]},{'scores': [0.0011988875921815634]}
{'scores': [0.07878056168556213]},{'scores': [0.04213985055685043]}
{'scores': [1.418305373590556e-06]},{'scores': [3.2858961276360787e-06]}
{'scores': [0.0007939829374663532]},{'scores': [0.002256836509332061]}
{'scores': [3.478284952507238e-06]},{'scores': [3.8271232938313915e-07]}
{'scores': [0.002828400582075119]},{'scores': [0.010179521515965462]}
{'scores': [0.0016227036248892546]},{'scores': [0.0004870379634667188]}
{'scores': [0.00048281039926223457]},{'scores': [0.00108917779289186]}
{'scores': [0.007531970273703337]},{'scores': [0.005756369326263666]}
{'scores': [0.007056938949972391]},{'scores': [0.00485966494306922]}
{'scores': [0.0010620964458212256]},{'scores': [0.002999319462105632]}
{'scores': [0.1599433720111847]},{'scores': [0.10042759776115417]}
{'scores': [0.0003698005748447031]},{'scores': [0.00032012336305342615]}
{'scores': [4.098739282198949e-06]},{'scores': [1.6689627955202013e-06]}
{'scores': [0.035933565348386765]},{'scores': [0.0024462779983878136]}
{'scores': [0.0215466171503067]},{'scores': [0.01195028331130743]}
{'scores': [0.007455609738826752]},{'scores': [0.013476437889039516]}
{'scores': [0.009661703370511532]},{'scores': [0.0032557426020503044]}
{'scores': [0.23768992722034454]},{'scores': [0.16574443876743317]}
{'scores': [5.655835593643133e-06]},{'scores': [4.297579380363459e-06]}
{'scores': [0.18829721212387085]},{'scores': [0.2357083410024643]}
{'scores': [1.839523611124605e-05]},{'scores': [8.891492325346917e-05]}
{'scores': [2.0464140106923878e-05]},{'scores': [0.0005483598215505481]}
{'scores': [0.07841527462005615]},{'scores': [0.02847917005419731]}
{'scores': [0.017253058031201363]},{'scores': [0.1099930852651596]}
{'scores': [0.006368785630911589]},{'scores': [0.013795443810522556]}
{'scores': [0.0010431419359520078]},{'scores': [0.0072128609754145145]}
{'scores': [0.029040498659014702]},{'scores': [0.021586278453469276]}
{'scores': [0.06109559163451195]},{'scores': [0.008415523916482925]}
{'scores': [1.4677649460281827e-06]},{'scores': [1.6628287369258032e-07]}
{'scores': [0.012970691546797752]},{'scores': [0.0046313004568219185]}
{'scores': [0.003212898038327694]},{'scores': [0.0024631405249238014]}
{'scores': [0.06045372411608696]},{'scores': [0.03699932619929314]}
{'scores': [0.025568686425685883]},{'scores': [0.03488929942250252]}
{'scores': [0.000855509249959141]},{'scores': [0.00013183742703404278]}
{'scores': [0.00012052660895278677]},{'scores': [0.0006113118142820895]}
{'scores': [0.006107186432927847]},{'scores': [0.03301713988184929]}
{'scores': [0.0006683248211629689]},{'scores': [0.0003517585573717952]}
{'scores': [0.06363837420940399]},{'scores': [0.036616966128349304]}
{'scores': [6.416430551325902e-06]},{'scores': [5.3059695346746594e-05]}
{'scores': [0.004400140140205622]},{'scores': [0.019105985760688782]}
{'scores': [1.5338300727307796e-05]},{'scores': [3.401888193366176e-08]}
{'scores': [8.497820817865431e-05]},{'scores': [0.0013523180969059467]}
{'scores': [0.42789626121520996]},{'scores': [0.13344131410121918]}
{'scores': [0.010148875415325165]},{'scores': [0.001116046099923551]}
{'scores': [0.008890763856470585]},{'scores': [0.012510912492871284]}
{'scores': [0.00866297073662281]},{'scores': [0.0042248135432600975]}
{'scores': [1.1891971780642052e-06]},{'scores': [3.086397271090391e-07]}
{'scores': [0.02510073035955429]},{'scores': [0.006404261104762554]}
{'scores': [8.587617776356637e-05]},{'scores': [3.494425254757516e-05]}
{'scores': [5.558652901527239e-06]},{'scores': [1.6637092130622477e-06]}
{'scores': [0.002902514534071088]},{'scores': [0.001943162060342729]}
{'scores': [0.00015920492296572775]},{'scores': [0.0007658715476281941]}
{'scores': [0.01987069472670555]},{'scores': [0.01781332492828369]}
{'scores': [0.00017665635095909238]},{'scores': [5.434681224869564e-05]}
{'scores': [0.0021286418195813894]},{'scores': [0.003332368331030011]}
{'scores': [0.008908760733902454]},{'scores': [0.02652362920343876]}
{'scores': [0.01444882433861494]},{'scores': [0.0013161126989871264]}
{'scores': [5.171720829366677e-08]},{'scores': [0.00040449766675010324]}
{'scores': [2.534500708861742e-06]},{'scores': [0.0004162894038017839]}
{'scores': [0.0031024061609059572]},{'scores': [0.0081592733040452]}
{'scores': [0.00654002046212554]},{'scores': [0.011108726263046265]}
{'scores': [0.00017343528452329338]},{'scores': [0.0008904557907953858]}
{'scores': [0.00971192866563797]},{'scores': [0.010225305333733559]}
{'scores': [0.0008162439917214215]},{'scores': [0.0016302148578688502]}
{'scores': [0.007572947070002556]},{'scores': [0.007537371478974819]}
{'scores': [0.0006621351931244135]},{'scores': [0.015478727407753468]}
{'scores': [0.0002498785324860364]},{'scores': [5.3474392188945785e-05]}
{'scores': [0.0019351064693182707]},{'scores': [0.00031388536444865167]}
{'scores': [0.0004373006522655487]},{'scores': [0.0030966559424996376]}
{'scores': [0.0002938492689281702]},{'scores': [0.00031691938056610525]}
{'scores': [0.004502047784626484]},{'scores': [0.05361602455377579]}
{'scores': [0.20610272884368896]},{'scores': [0.03878016769886017]}
{'scores': [0.0003065413620788604]},{'scores': [0.004284662660211325]}
{'scores': [0.027523359283804893]},{'scores': [0.016917308792471886]}
{'scores': [0.09817654639482498]},{'scores': [0.08969832956790924]}
{'scores': [0.007782218977808952]},{'scores': [0.007301284931600094]}
{'scores': [1.2542369631773909e-07]},{'scores': [1.3293740153130784e-07]}
{'scores': [0.004118821118026972]},{'scores': [0.00817191693931818]}
{'scores': [0.0006140901823528111]},{'scores': [0.009398098103702068]}
{'scores': [1.1050993634853512e-05]},{'scores': [9.87001749308547e-06]}
{'scores': [1.529918154119514e-05]},{'scores': [3.10190011987288e-06]}
{'scores': [0.002459871582686901]},{'scores': [0.0034774458035826683]}
{'scores': [0.057827871292829514]},{'scores': [0.04309094324707985]}
{'scores': [3.9434262362192385e-06]},{'scores': [1.9796651031356305e-05]}
{'scores': [0.07877474278211594]},{'scores': [0.0684952661395073]}
{'scores': [0.21804046630859375]},{'scores': [0.221746563911438]}
{'scores': [4.669240752264159e-06]},{'scores': [9.217297701979987e-06]}
{'scores': [0.00297210062853992]},{'scores': [0.0032694051042199135]}
{'scores': [0.061337344348430634]},{'scores': [0.02440571039915085]}
{'scores': [0.008338375948369503]},{'scores': [0.11442882567644119]}
{'scores': [0.11764419078826904]},{'scores': [0.01706511899828911]}
{'scores': [0.00020726874936372042]},{'scores': [0.001959671499207616]}
{'scores': [3.74625915355864e-06]},{'scores': [6.8449107857304625e-06]}
{'scores': [0.0005955341621302068]},{'scores': [0.00044920301297679543]}
{'scores': [2.536314013923402e-06]},{'scores': [5.878787851543166e-05]}
{'scores': [0.023068634793162346]},{'scores': [0.019734017550945282]}
{'scores': [0.032433997839689255]},{'scores': [0.04403340443968773]}
{'scores': [0.03675999492406845]},{'scores': [0.06340045481920242]}
{'scores': [0.0017942864215001464]},{'scores': [0.2910938560962677]}
{'scores': [0.006565082352608442]},{'scores': [0.025001738220453262]}
{'scores': [0.003054518485441804]},{'scores': [5.805649561807513e-05]}
{'scores': [7.497196293115849e-06]},{'scores': [5.099644567962969e-06]}
{'scores': [9.830344788497314e-05]},{'scores': [0.002400510013103485]}
{'scores': [9.407293691765517e-05]},{'scores': [8.456111572741065e-06]}
{'scores': [0.06081847846508026]},{'scores': [0.09327315539121628]}
{'scores': [0.009718568064272404]},{'scores': [0.004138929769396782]}
{'scores': [0.002852504374459386]},{'scores': [0.0008825242985039949]}
{'scores': [0.0037416736595332623]},{'scores': [0.0012472739908844233]}
{'scores': [0.0047340793535113335]},{'scores': [1.242933558387449e-05]}
{'scores': [0.005346992984414101]},{'scores': [0.01805667206645012]}
{'scores': [0.03941866010427475]},{'scores': [0.03745877742767334]}
{'scores': [0.011274166405200958]},{'scores': [0.004472459200769663]}
{'scores': [2.4685728931217454e-05]},{'scores': [1.3088792911730707e-05]}
{'scores': [0.008325528353452682]},{'scores': [0.0005455221980810165]}
{'scores': [0.00016724113083910197]},{'scores': [0.0012571795377880335]}
{'scores': [0.10621706396341324]},{'scores': [0.06343333423137665]}
{'scores': [0.01101254764944315]},{'scores': [0.0020430029835551977]}
{'scores': [0.1539975106716156]},{'scores': [0.00644820649176836]}
{'scores': [0.0034442816395312548]},{'scores': [0.006644133012741804]}
{'scores': [0.006425419822335243]},{'scores': [0.00013745317119173706]}
{'scores': [0.0007671940256841481]},{'scores': [0.008424099534749985]}
{'scores': [8.293967403005809e-05]},{'scores': [5.7356301113031805e-05]}
{'scores': [0.023449601605534554]},{'scores': [0.014711318537592888]}
{'scores': [0.0007519631762988865]},{'scores': [0.00032499959343113005]}
{'scores': [0.014355316758155823]},{'scores': [0.01068632397800684]}
{'scores': [0.008537022396922112]},{'scores': [0.004138929769396782]}
{'scores': [2.807662667692057e-06]},{'scores': [2.388880488979339e-07]}
{'scores': [0.09113214910030365]},{'scores': [0.14105075597763062]}
{'scores': [0.04694664478302002]},{'scores': [0.017538290470838547]}
{'scores': [0.034095924347639084]},{'scores': [0.005967367440462112]}
{'scores': [0.01693451777100563]},{'scores': [0.02301129698753357]}
{'scores': [0.015693068504333496]},{'scores': [0.011016443371772766]}
{'scores': [0.020693449303507805]},{'scores': [0.08606751263141632]}
{'scores': [8.38966152514331e-05]},{'scores': [1.8716656995820813e-05]}
{'scores': [3.6150768778497877e-07]},{'scores': [2.813900721321261e-07]}
{'scores': [0.013240771368145943]},{'scores': [0.01281915046274662]}
{'scores': [0.0021275097969919443]},{'scores': [0.0026234539691358805]}
{'scores': [0.09927302598953247]},{'scores': [0.0542013943195343]}
{'scores': [0.11727381497621536]},{'scores': [0.05648944899439812]}
{'scores': [0.0010425805812701583]},{'scores': [0.0008047666633501649]}
{'scores': [0.003482891246676445]},{'scores': [0.00019339952268637717]}
{'scores': [2.3085143766365945e-05]},{'scores': [0.0005092496867291629]}
{'scores': [0.012133623473346233]},{'scores': [0.008944554254412651]}
{'scores': [0.025805696845054626]},{'scores': [0.036016665399074554]}
{'scores': [4.177697974228067e-06]},{'scores': [1.0409392416477203e-05]}
{'scores': [5.470016549224965e-05]},{'scores': [1.2113331649743486e-05]}
{'scores': [0.00037675368366762996]},{'scores': [0.0003026994236279279]}
{'scores': [0.017864763736724854]},{'scores': [0.0013515198370441794]}
{'scores': [0.00037831117515452206]},{'scores': [2.610339470265899e-05]}
{'scores': [0.03800012916326523]},{'scores': [0.08700095862150192]}
{'scores': [0.0099722845479846]},{'scores': [0.023940499871969223]}
{'scores': [0.0004173328634351492]},{'scores': [0.002321746200323105]}
{'scores': [3.134165672236122e-05]},{'scores': [1.9494886146276258e-05]}
{'scores': [0.0003937876026611775]},{'scores': [0.00033627424272708595]}
{'scores': [9.7677118901629e-05]},{'scores': [0.00019284580776002258]}
{'scores': [0.004989570006728172]},{'scores': [0.0004740025324281305]}
{'scores': [6.888970801810501e-06]},{'scores': [2.8030824978486635e-05]}
{'scores': [0.06538128852844238]},{'scores': [0.17306169867515564]}
{'scores': [0.00453409506008029]},{'scores': [0.005460675340145826]}
{'scores': [0.001510695437900722]},{'scores': [0.007872370071709156]}
{'scores': [0.014235862530767918]},{'scores': [0.008300315588712692]}
{'scores': [0.011393998749554157]},{'scores': [0.0007499629864469171]}
{'scores': [0.0018417518585920334]},{'scores': [0.001402250723913312]}
{'scores': [0.002427506260573864]},{'scores': [0.00444761710241437]}
{'scores': [0.000762595736887306]},{'scores': [1.3233368918008637e-05]}
{'scores': [0.040249086916446686]},{'scores': [0.015711544081568718]}
{'scores': [0.01641932502388954]},{'scores': [0.03382699936628342]}
{'scores': [0.0080128014087677]},{'scores': [0.07181159406900406]}
{'scores': [0.0024237725883722305]},{'scores': [0.022358428686857224]}
{'scores': [0.036422912031412125]},{'scores': [0.02054811455309391]}
{'scores': [0.0002714450820349157]},{'scores': [0.0007235617958940566]}
{'scores': [0.0009036569390445948]},{'scores': [0.0008268412784673274]}
{'scores': [0.0018038093112409115]},{'scores': [0.0001311968226218596]}
{'scores': [9.120549657382071e-05]},{'scores': [0.0007727525080554187]}
{'scores': [0.028501685708761215]},{'scores': [0.017623335123062134]}
{'scores': [4.071297553309705e-06]},{'scores': [1.1813120259773768e-08]}
{'scores': [0.0013666019076481462]},{'scores': [0.0010874485597014427]}
{'scores': [5.1547722534905915e-08]},{'scores': [6.324493006104603e-05]}
{'scores': [0.032246656715869904]},{'scores': [0.0055604539811611176]}
{'scores': [0.002295740880072117]},{'scores': [0.001944321091286838]}
{'scores': [0.026308735832571983]},{'scores': [0.0004696713003795594]}
{'scores': [9.701395902084187e-05]},{'scores': [0.0008745910017751157]}
{'scores': [0.000573264027480036]},{'scores': [0.0005186509224586189]}
{'scores': [0.0024318681098520756]},{'scores': [0.0014397838385775685]}
{'scores': [0.00011275898577878252]},{'scores': [0.0003330230829305947]}
{'scores': [1.3145548109605443e-05]},{'scores': [6.0471074903034605e-06]}
{'scores': [1.5435427940246882e-06]},{'scores': [6.593838293156296e-07]}
{'scores': [0.0022260649129748344]},{'scores': [0.00516481650993228]}
{'scores': [0.3328339159488678]},{'scores': [0.08734605461359024]}
{'scores': [0.051100097596645355]},{'scores': [0.037369173020124435]}
{'scores': [0.03786033019423485]},{'scores': [0.02452254667878151]}
{'scores': [0.024049390107393265]},{'scores': [0.015037762001156807]}
{'scores': [0.02983054518699646]},{'scores': [0.014082523994147778]}
